price,min_price,max_price,brand,model,registration_year,mileage_km,condition,bike_type,engine_capacity,origin,age,brand_grouped,model_grouped,segment,log_price,brand_meanprice,mileage_bin,age_bin,price_bin,price_hat,resid,resid_median,resid_std,resid_z,flag_resid,p10,p90,flag_minmax,flag_p10p90,flag_mileage_low,flag_mileage_high,flag_br,if_score,flag_if,kmeans_cluster,flag_kmeans,lof_score,flag_lof,flag_unsup,score_resid,score_minmax,score_p10p90,score_unsup,score_model_based,score_business_based,final_score,is_outlier
89000000.0,74650000.0,87630000.0,Honda,Cub,2024.0,10060,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,1.0,Honda,Cub,Honda_Cub,18.30414693893237,16.775024719703897,5k-15k km,0-2 năm,50 - 100tr,65584381.52071213,23415618.47928787,157573.99534630962,15502238.86647139,1.5003022908029504,0,3320000.0000000005,27850000.000000007,1,1,0,0,0,0.48694853092116996,1,0,1,1.063138395656142,0,1,0,1,1,1,60.00000000000001,0,60.00000000000001,True
8800000.0,9830000.0,11540000.0,Honda,Wave,2017.0,23,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,8.0,Honda,Wave,Honda_Wave,15.990262393084793,16.775024719703897,0-5k km,5-8 năm,0 - 10tr,9496332.7069489,-696332.7069489006,417761.5356076211,6638665.377960899,-0.16781900866024993,0,3800000.0,19800000.00000001,1,0,1,0,1,0.37463507594153295,0,0,0,1.2918469717958774,1,0,0,1,0,0,20.0,100,120.0,True
45000000.0,8520000.0,10000000.0,Honda,Cub,1996.0,30000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,29.0,Honda,Cub,Honda_Cub,17.622173069956816,16.775024719703897,15k-30k km,20+ năm,40 - 50tr,13213309.201470286,31786690.798529714,157573.99534630962,15502238.86647139,2.040293474743936,0,3320000.0000000005,27850000.000000007,1,1,0,0,0,0.5799732736178709,1,1,1,1.151444938321892,0,1,0,1,1,1,60.00000000000001,0,60.00000000000001,True
24600000.0,21100000.0,24770000.0,Honda,Vision,2019.0,26,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,6.0,Honda,Vision,Honda_Vision,17.018257041552996,16.775024719703897,0-5k km,5-8 năm,20 - 30tr,24370935.193345357,229064.80665464327,281462.60619508754,7124824.6964279,-0.007354258072723447,0,10000000.0,32500000.0,0,0,1,0,1,0.3635537292936789,0,0,0,0.9916133620345837,0,0,0,0,0,0,0.0,100,100.0,True
7500000.0,6910000.0,8109999.999999999,Honda,Air Blade,2007.0,0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,18.0,Honda,Air Blade,Honda_Air Blade,15.830413711839864,16.775024719703897,0-5k km,12-20 năm,0 - 10tr,8008576.076838381,-508576.07683838066,341777.70782419294,138815284.66934898,-0.0061257936162294625,0,8000000.0,38955555.2,0,1,1,0,1,0.3878310673500899,0,1,0,0.9733463031207037,0,0,0,0,1,0,20.0,100,120.0,True
5500000.0,7450000.0,8740000.0,Piaggio,Liberty,2013.0,500000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,12.0,Piaggio,Dòng khác,Piaggio_Dòng khác,15.520258832020865,16.844081087123822,120k+ km,8-12 năm,0 - 10tr,7436868.963206885,-1936868.9632068854,691884.5750413612,5507563.872627034,-0.47729878382588165,0,6000000.0,55500000.0,1,1,0,1,1,0.5706498380244738,1,2,1,1.0948068485690523,0,1,0,1,1,1,60.00000000000001,100,160.0,True
6900000.0,7940000.0,9320000.0,Honda,Wave,2014.0,10,Đã sử dụng,Xe số,Unknown,Nước khác,11.0,Honda,Wave,Honda_Wave,15.747032114495013,16.775024719703897,0-5k km,8-12 năm,0 - 10tr,6942153.963247232,-42153.96324723214,417761.5356076211,6638665.377960899,-0.06927830710999304,0,3800000.0,19800000.00000001,1,0,1,0,1,0.36763969876198216,0,0,0,1.0193418399125735,0,0,0,1,0,0,20.0,100,120.0,True
15000000.0,14740000.0,17300000.0,Honda,Future,2017.0,3,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,8.0,Honda,Future,Honda_Future,16.52356082573315,16.775024719703897,0-5k km,5-8 năm,10 - 20tr,16189375.973999895,-1189375.9739998952,835160.2218154725,9392836.612413367,-0.2155404463375616,0,8350000.0,36000000.0,0,0,1,0,1,0.37614147273970805,0,0,0,1.1005269637657695,0,0,0,0,0,0,0.0,100,100.0,True
14000000.0,10260000.0,12040000.0,SYM,Wolf,2010.0,99999,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,15.0,SYM,Dòng khác,SYM_Dòng khác,16.454567959008102,15.397706176213086,80k-120k km,12-20 năm,10 - 20tr,10102418.663503991,3897581.3364960086,-8656.65824928158,2237553.0334502864,1.7457633121311564,0,2230000.0,12000000.0,1,1,0,0,0,0.5231761491742352,1,1,0,1.4104932166372666,1,1,0,1,1,1,60.00000000000001,0,60.00000000000001,True
9000000.0,4550000.0,5340000.0,Hãng khác,Dòng khác,2015.0,0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,10.0,Hãng khác,Dòng khác,Hãng khác_Dòng khác,16.012735246411598,15.777837157224829,0-5k km,8-12 năm,0 - 10tr,6351472.122609768,2648527.877390232,255952.41697300877,38281573.47452051,0.06249940227795694,0,2800000.0,81050000.00000004,1,0,1,0,1,0.3656938299369303,0,0,0,1.0863144329968872,0,0,0,1,0,0,20.0,100,120.0,True
